source_text,original_description,cleaned_description,prefill_merchant_in_csv,local_provider,local_direction,local_counterparty,local_pick_merchant,local_is_unknown,server_provider,server_direction,server_counterparty,server_prefill_merchant,server_ai_merchant,server_final_decision,final_decision,decision_source
DR YOLANDA BOGARIN DORAL FL S385024567575032,,,Dr. Yolanda Bogarin,unknown,,,Dr Yolanda Bogarin Doral,0,,,,,,,Dr Yolanda Bogarin Doral,local
INTERNATIONAL PURCHASE TRANSACTION FEE,,,Financial Transactions,unknown,,,International,0,,,,,,,International,local
RECURRING PAYMENT INTL AUTHORIZED ON 01/24 Amazon Prime*FV6ME amazon.es/prm LUX S465025284248906,,,Amazon,unknown,,,Recurring Payment Intl Authorized,0,,,,,,,Recurring Payment Intl Authorized,local
RSF* DOWNTOWN DORA READYSETFUND. IN S385025682939958,,,ReadySetFund,unknown,,,Rsf Downtown Dora Readysetfund.,0,,,,,,,Rsf Downtown Dora Readysetfund.,local
ATM WITHDRAWAL AUTHORIZED ON 01/25 119 S Mill St Aspen ATM ID 9901M,,,Financial Transactions,unknown,,,Atm Authorized On S,0,,,,,,,Atm Authorized On S,local
LITTLE NELL F & B ASPEN,,,Little Nell,unknown,,,Little Nell F B,0,,,,,,,Little Nell F B,local
LITTLE NELL F & B   ASPEN,,,Little Nell,unknown,,,Little Nell F B,0,,,,,,,Little Nell F B,local
SP STARTINGATE      JAMAICA,,,StartingGate,unknown,,,Sp Startingate Jamaica,0,,,,,,,Sp Startingate Jamaica,local
AHCA / RITZ-CARLTON AS ASPEN CO PHONE NUMBER: FOLIO NUMBER: M02680 ARRIVE: 01/24/2025 DEPART:01/24/2025,,,Ritz-Carlton,unknown,,,Ahca Ritz-Carlton As Aspen,0,,,,,,,Ahca Ritz-Carlton As Aspen,local
FOUR MOUNTAIN SPORTS BASALT,,,Four Mountain Sports,unknown,,,Four Mountain Sports Basalt,0,,,,,,,Four Mountain Sports Basalt,local
GORSUCH AT NELLS #26 ASPEN,,,Gorsuch,unknown,,,Gorsuch At Nells Aspen,0,,,,,,,Gorsuch At Nells Aspen,local
HEALTHY PAWS PET I TRACIM@HEALTH PA S585023374940563,,,Healthy Paws,unknown,,,Healthy Paws Pet I,0,,,,,,,Healthy Paws Pet I,local
T-MOBILE PCS SVC 250123 3593575 MARIA FERNANDEZ,,,T-Mobile,unknown,,,T-Mobile Pcs Svc Maria,0,,,,,,,T-Mobile Pcs Svc Maria,local
BETULA              ASPEN,,,Betula,unknown,,,Betula Aspen,0,,,,,,,Betula Aspen,local
FOUR MOUNTAIN SPORTS BASALT,,,Four Mountain Sports,unknown,,,Four Mountain Sports Basalt,0,,,,,,,Four Mountain Sports Basalt,local
FOUR MOUNTAIN SPORTS BASALT,,,Four Mountain Sports,unknown,,,Four Mountain Sports Basalt,0,,,,,,,Four Mountain Sports Basalt,local
AMERICANAIRLINES PACIRVINE,,,American Airlines,unknown,,,Americanairlines Pacirvine,0,,,,,,,Americanairlines Pacirvine,local
ONLINE TRANSFER TO WELLS FARGO ACTIVE CASH VISA CARD,,,Wells Fargo,unknown,,,To Wells Fargo Active,0,,,,,,,To Wells Fargo Active,local
ZELLE FROM LISA CASTRO ON 01/23 REF # BACCA6I5BSTQ,,,Zelle,zelle,from,LISA CASTRO ON 01,Zelle From LISA CASTRO ON 01,0,,,,,,,Zelle From LISA CASTRO ON 01,local
ZELLE FROM LISA CASTRO ON 01/23 REF # BACF99THALX7,,,Zelle,zelle,from,LISA CASTRO ON 01,Zelle From LISA CASTRO ON 01,0,,,,,,,Zelle From LISA CASTRO ON 01,local
ZELLE TO DOMANTI MARIETTO ON 01/23 TIRES GIFT,,,Domanti Marietto,zelle,to,DOMANTI MARIETTO ON 01,Zelle To DOMANTI MARIETTO ON 01,0,,,,,,,Zelle To DOMANTI MARIETTO ON 01,local
ABC #91 HAWAII HONOLULU,,,Unknown,unknown,,,Abc Hawaii Honolulu,0,,,,,,,Abc Hawaii Honolulu,local
TST*PAIA FISH MARKET - Honolulu,,,Paia Fish Market,unknown,,,Tst Paia Fish Market,0,,,,,,,Tst Paia Fish Market,local
AMAZON MARKETPLACE PAMZN.COM/BILL,,,Amazon,unknown,,,Amazon Marketplace Pamzn.Com/Bill,0,,,,,,,Amazon Marketplace Pamzn.Com/Bill,local
AUTOPAY PAYMENT - THANK YOU,,,Financial Transactions,unknown,,,Autopay Payment Thank You,0,,,,,,,Autopay Payment Thank You,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
ONLINE TRANSFER TO PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,To Personal Line Of,0,,,,,,,To Personal Line Of,local
BBTM *COLUMBUS HS MIAMI,,,Columbus HS,unknown,,,Bbtm Columbus Hs Miami,0,,,,,,,Bbtm Columbus Hs Miami,local
HI TREND-HILTON HONOLULU,,,Hilton,unknown,,,Hi Trend-Hilton Honolulu,0,,,,,,,Hi Trend-Hilton Honolulu,local
FPL DIRECT DEBIT ELEC PYMT 01/25 PPDA MICHEL R FALENI,,,FPL,unknown,,,Fpl Direct Elec Pymt,0,,,,,,,Fpl Direct Elec Pymt,local
SUNPASS*ACC613078 888-865-5352 FL S585019232322184,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
"WF Credit Card AUTO PAY 250121 FALENI,MICHEL",,,WF Credit Card,unknown,,,Wf Card Auto Pay,0,,,,,,,Wf Card Auto Pay,local
ZELLE TO LEON ROCIO ON 01/20 TERAPIAS,,,Zelle,zelle,to,LEON ROCIO ON 01,Zelle To LEON ROCIO ON 01,0,,,,,,,Zelle To LEON ROCIO ON 01,local
HOTEL ON BOOKING.COMAMSTERDAM,,,Hotel,unknown,,,Hotel On Booking.Comamsterdam,0,,,,,,,Hotel On Booking.Comamsterdam,local
CITI CARD ONLINE PAYMENT 250120 MICHEL FALENI,,,Citi Card,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
AMERICAN0012205921483 PHOENIX AZNAME: FALENI/ANDREINA DEPART:01/21/2025,,,American Airlines,unknown,,,Phoenix Azname Faleni/Andreina Depart,0,,,,,,,Phoenix Azname Faleni/Andreina Depart,local
AMERICAN0012207560265 PHOENIX AZNAME: FALENI/ANDREINA DEPART:02/14/2025 MAD TO VCE: IB: CLASS:X : STOP:,,,American Airlines,unknown,,,Phoenix Azname Faleni/Andreina Depart,0,,,,,,,Phoenix Azname Faleni/Andreina Depart,local
HI TREND-HILTON HONOLULU,,,Hilton,unknown,,,Hi Trend-Hilton Honolulu,0,,,,,,,Hi Trend-Hilton Honolulu,local
HILTON TAPA BAR HONOLULU,,,Hilton Tapa Bar,unknown,,,Hilton Tapa Bar Honolulu,0,,,,,,,Hilton Tapa Bar Honolulu,local
UBER,,,Uber,unknown,,,Uber,0,,,,,,,Uber,local
LAZ PARKING M06285-2 P DORAL,,,Laz Parking,unknown,,,Laz Parking P Doral,0,,,,,,,Laz Parking P Doral,local
NAVARRO DISCOUNT PHARM DORAL,,,Navarro Discount Pharmacy,unknown,,,Navarro Discount Pharm Doral,0,,,,,,,Navarro Discount Pharm Doral,local
SP CHRISTOPHER COLUM MIAMI,,,St. Christopher,unknown,,,Sp Christopher Colum Miami,0,,,,,,,Sp Christopher Colum Miami,local
TST*58 GOURMET Doral,,,Gourmet,unknown,,,Tst Gourmet Doral,0,,,,,,,Tst Gourmet Doral,local
TST*FRANCISCA CHARCOAL Doral,,,Francisca Charcoal,unknown,,,Tst Francisca Charcoal Doral,0,,,,,,,Tst Francisca Charcoal Doral,local
IBERIA.COM   U      MIAMI,,,Iberia,unknown,,,Iberia.Com U Miami,0,,,,,,,Iberia.Com U Miami,local
IBERIA.COM   U      MIAMI,,,Iberia,unknown,,,Iberia.Com U Miami,0,,,,,,,Iberia.Com U Miami,local
AMAZON MKTPL*Z59UC57Y0 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
NIKE.COM AP BEAVERTON,,,Nike,unknown,,,Nike.Com Ap Beaverton,0,,,,,,,Nike.Com Ap Beaverton,local
JPMorgan Chase Ext Trnsfr 250117 MICHEL FALENI FERNANDE,,,Car Mich,unknown,,,Jpmorgan Chase Ext Trnsfr,0,,,,,,,Jpmorgan Chase Ext Trnsfr,local
TST* DORAL STEAKHOUSDORAL,,,Doral Steakhouse,unknown,,,Tst Doral Steakhousdoral,0,,,,,,,Tst Doral Steakhousdoral,local
AMAZON MKTPL*ZG87218P2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
ZELLE TO SEBASTIAN CAMINERO ON 01/17 MICHEL Y LORENZO,,,Sebastian Caminero,zelle,to,SEBASTIAN CAMINERO ON 01,Zelle To SEBASTIAN CAMINERO ON 01,0,,,,,,,Zelle To SEBASTIAN CAMINERO ON 01,local
SBB MOBILE          BERN,,,SBB Mobile,unknown,,,Sbb Mobile Bern,0,,,,,,,Sbb Mobile Bern,local
Instant Pmt from BUSINESS TELECOMMUNICATIONS SE on 01/16 Ref#20250116021001088P1BAAAA00000465052,,,Business Telecommunications,unknown,,,Instant Pmt From Business,0,,,,,,,Instant Pmt From Business,local
ONLINE TRANSFER TO INSTALLMENT LOANS,,,Transfers,unknown,,,To Installment Loans,0,,,,,,,To Installment Loans,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
UBER,,,Uber,unknown,,,Uber,0,,,,,,,Uber,local
UBER TRIP           HTTPS://HELP.UBER.CODO,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Codo,0,,,,,,,Uber Trip Https //Help.Uber.Codo,local
UBER TRIP           HTTPS://HELP.UBER.CODO,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Codo,0,,,,,,,Uber Trip Https //Help.Uber.Codo,local
UBER TRIP           HTTPS://HELP.UBER.CODO,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Codo,0,,,,,,,Uber Trip Https //Help.Uber.Codo,local
"BUS TELE SVCS DIRECT DEP 250115A2Q FALENI,MICHEL",,,Bus Tele Svcs,unknown,,,Bus Tele Svcs Direct,0,,,,,,,Bus Tele Svcs Direct,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
AMERICAN0012205921483 PHOENIX AZNAME: FALENI/ANDREINA DEPART:02/15/2025 MAD TO VCE: IB: CLASS:X : STOP: O MIA TO MAD: IB: CLASS:P : STOP: O,,,American Airlines,unknown,,,Phoenix Azname Faleni/Andreina Depart,0,,,,,,,Phoenix Azname Faleni/Andreina Depart,local
AMERICAN0012205923974 PHOENIX AZNAME: FALENI/MICHEL DEPART:02/21/2025 PHL TO ZRH: AA: CLASS:Y : STOP: O MIA TO PHL: AA: CLASS:Y : STOP: O,,,American Airlines,unknown,,,Phoenix Azname Faleni/Michel Depart,0,,,,,,,Phoenix Azname Faleni/Michel Depart,local
AMERICAN0012205923975 PHOENIX AZNAME: FALENI/LORENZO DEPART:02/21/2025 PHL TO ZRH: AA: CLASS:Y : STOP: O MIA TO PHL: AA: CLASS:Y : STOP: O,,,Falení/Lorenzo,unknown,,,Phoenix Azname Faleni/Lorenzo Depart,0,,,,,,,Phoenix Azname Faleni/Lorenzo Depart,local
APPLE.COM/US 800-676-2775,,,Apple,unknown,,,Apple.Com/Us,0,,,,,,,Apple.Com/Us,local
NATL GEN INS*RECURRING 800-462-2123,,,National General Insurance,unknown,,,Natl Gen Ins Recurring,0,,,,,,,Natl Gen Ins Recurring,local
ZELLE TO BASKETBALL CHARLIE ON 01/14 BASKET LORENZO,,,Basketball Charlie,zelle,to,BASKETBALL CHARLIE ON 01,Zelle To BASKETBALL CHARLIE ON 01,0,,,,,,,Zelle To BASKETBALL CHARLIE ON 01,local
AMERICAN AIRLINES   FORT WORTH,,,American Airlines,unknown,,,American Airlines Fort Worth,0,,,,,,,American Airlines Fort Worth,local
RESTAURANTE MOOREA  SANTO DOMINGO,,,Restaurante Moorea,unknown,,,Restaurante Moorea Santo Domingo,0,,,,,,,Restaurante Moorea Santo Domingo,local
SWISS Intl Air LinesROME,,,Swiss Intl Air Lines,unknown,,,Swiss Intl Air Linesrome,0,,,,,,,Swiss Intl Air Linesrome,local
UBER TRIP           HTTPS://HELP.UBER.CODO,,,Uber,unknown,,,Uber Trip Https //Help.Uber.Codo,0,,,,,,,Uber Trip Https //Help.Uber.Codo,local
CITI CARD ONLINE PAYMENT 250113 MICHEL FALENI,,,Citi Card,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
CITI CARD ONLINE PAYMENT 250113 MICHEL FALENI,,,Citi Card,unknown,,,Citi Card Michel Faleni,0,,,,,,,Citi Card Michel Faleni,local
AMERICAN00122007652128 FORT WORTH TXNAME: FERNANDEZ LAREU MARI DEPART:12/28/2024 CLT TO MIA: AA: CLASS:Y : STOP:,,,Ferdandez Lareu Mari,unknown,,,Fort Worth Txname Fernandez,0,,,,,,,Fort Worth Txname Fernandez,local
"ONLINE PAYMENT, THANK YOU",,,Financial Transactions,unknown,,,Thank You,0,,,,,,,Thank You,local
BMW BANK BMWFS PYMT 250111,,,Moto,unknown,,,Bmw Bank Bmwfs Pymt,0,,,,,,,Bmw Bank Bmwfs Pymt,local
SUNPASS*ACC613078 888-865-5352 FL S385010602479756,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
SUNPASS*ACC613078 888-865-5352 FL S465012700604749,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
AMAZON MKTPL*Z56Z352A2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*Z57ON6SB2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
Coinbase.com 6KVV5342 6KVV5342e765 MICHEL FALENI,,,Coinbase,unknown,,,Coinbase.Com Michel Faleni,0,,,,,,,Coinbase.Com Michel Faleni,local
ONLINE TRANSFER FROM PERSONAL LINE OF CREDIT,,,Transfers,unknown,,,From Personal Line Of,0,,,,,,,From Personal Line Of,local
ZELLE TO VALET SEACOAST ALEX ON 01/11,,,Restaurant,zelle,to,VALET SEACOAST ALEX ON 01,Zelle To VALET SEACOAST ALEX ON 01,0,,,,,,,Zelle To VALET SEACOAST ALEX ON 01,local
CVS/PHARMACY #10464 MIAMI,,,CVS,unknown,,,Cvs/Pharmacy Miami,0,,,,,,,Cvs/Pharmacy Miami,local
SANCOCHO Y LENA STEAK SW RANCHES,,,Sancocho Y Lena,unknown,,,Sancocho Y Lena Steak,0,,,,,,,Sancocho Y Lena Steak,local
TST* OMAKAI SUSHI - DO DORAL,,,Omakai Sushi,unknown,,,Tst Omakai Sushi Do,0,,,,,,,Tst Omakai Sushi Do,local
TST*SANTO DULCE FOOD T Southwest Ran,,,Santo Dulce Food,unknown,,,Tst Santo Dulce Food,0,,,,,,,Tst Santo Dulce Food,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
VSI*PARKS BROWARDCNTY OAKLAND PARK,,,VSI*PARKS,unknown,,,Vsi Parks Browardcnty Oakland,0,,,,,,,Vsi Parks Browardcnty Oakland,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
PUBLIX #655 DORAL,,,Publix,unknown,,,Publix Doral,0,,,,,,,Publix Doral,local
PUBLIX #655 DORAL,,,Publix,unknown,,,Publix Doral,0,,,,,,,Publix Doral,local
THE TUMI STORE #1241 MIAMI,,,Tumi,unknown,,,The Tumi Store Miami,0,,,,,,,The Tumi Store Miami,local
NETFLIX.COM NETFLIX.COM CA S585009316604037,,,Netflix,unknown,,,Netflix.Com Netflix.Com Ca,0,,,,,,,Netflix.Com Netflix.Com Ca,local
ZELLE TO BASKETBALL CHARLIE ON 01/10 BASKET LOREN,,,Basketball Charlie,zelle,to,BASKETBALL CHARLIE ON 01,Zelle To BASKETBALL CHARLIE ON 01,0,,,,,,,Zelle To BASKETBALL CHARLIE ON 01,local
AT&T UVERSE PAYMENT,,,AT&T,unknown,,,At&T Uverse Payment,0,,,,,,,At&T Uverse Payment,local
BARK FOR C* BARK FOR C DORAL,,,Bark For C,unknown,,,Bark For C Bark,0,,,,,,,Bark For C Bark,local
EL CAR WASH #6 MIAMI,,,EL CAR WASH,unknown,,,El Car Wash Miami,0,,,,,,,El Car Wash Miami,local
EXPERIAN* CREDIT REPO COSTA MESA,,,Experian,unknown,,,Experian Repo Costa Mesa,0,,,,,,,Experian Repo Costa Mesa,local
ATT* BILL PAYMENT 800-331-0500 TX S385008486184395,,,ATT,unknown,,,Att Bill Payment Tx,0,,,,,,,Att Bill Payment Tx,local
AMAZON MKTPL*Z54NX5A72 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*Z56O10JW2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPL*ZD8ZV91D0 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
ZELLE TO ANA GOMEZ ON 01/09 MICH UPS,,,Zelle,zelle,to,ANA GOMEZ ON 01,Zelle To ANA GOMEZ ON 01,0,,,,,,,Zelle To ANA GOMEZ ON 01,local
BITCOIN.TAX SEATTLE,,,Bitcoin.Tax,unknown,,,Bitcoin.Tax Seattle,0,,,,,,,Bitcoin.Tax Seattle,local
ZELLE TO BASKETBALL CHARLIE ON 01/08 BASKET LOREN,,,Basketball Charlie,zelle,to,BASKETBALL CHARLIE ON 01,Zelle To BASKETBALL CHARLIE ON 01,0,,,,,,,Zelle To BASKETBALL CHARLIE ON 01,local
THE WINE TO BUY E   SARASOTA,,,The Wine To Buy,unknown,,,The Wine To Buy,0,,,,,,,The Wine To Buy,local
ZELLE TO PSICOLOGO DR ARTURO ON 01/08 MICHEL FALENI,,,Psicologo Dr Arturo,zelle,to,PSICOLOGO DR ARTURO ON 01,Zelle To PSICOLOGO DR ARTURO ON 01,0,,,,,,,Zelle To PSICOLOGO DR ARTURO ON 01,local
TST* ROBEKS - 411 - DO DORAL,,,Robeks,unknown,,,Tst Robeks Do Doral,0,,,,,,,Tst Robeks Do Doral,local
Guarantee Manage RESIDENT,,,Guarantee Management,unknown,,,Guarantee Manage Resident,0,,,,,,,Guarantee Manage Resident,local
ONLINE TRANSFER TO FERNANDEZ M EVERYDAY CHECKING DIF GASTOS DIC,,,Fernandez M,unknown,,,To Fernandez M Everyday,0,,,,,,,To Fernandez M Everyday,local
AMAZON MARKETPLACE PAMZN.COM/BILL,,,Amazon,unknown,,,Amazon Marketplace Pamzn.Com/Bill,0,,,,,,,Amazon Marketplace Pamzn.Com/Bill,local
AMAZON MARKETPLACE PAMZN.COM/BILL,,,Amazon,unknown,,,Amazon Marketplace Pamzn.Com/Bill,0,,,,,,,Amazon Marketplace Pamzn.Com/Bill,local
STOCKXX*145455895101PHILADELPHIA,,,StockX,unknown,,,Stockxx,0,,,,,,,Stockxx,local
AMAZON MKTPL*ZD1PM49H2 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
AMAZON MKTPLACE PMTS Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktplace Pmts Amzn.Com/Billwa,0,,,,,,,Amazon Mktplace Pmts Amzn.Com/Billwa,local
ZELLE TO PSICOLOGO ON 01/07,,,Psicologo,zelle,to,PSICOLOGO ON 01,Zelle To PSICOLOGO ON 01,0,,,,,,,Zelle To PSICOLOGO ON 01,local
H&M 0345MIAMI MIAMI,,,H&M,unknown,,,H&M Miami,0,,,,,,,H&M Miami,local
STC Switzerland Travel Z?rich CHE,,,STC,unknown,,,Stc Switzerland Travel Z,0,,,,,,,Stc Switzerland Travel Z,local
TST* BEIRUT DORAL REST MIAMI,,,Beirut,unknown,,,Tst Beirut Doral Rest,0,,,,,,,Tst Beirut Doral Rest,local
ONLINE TRANSFER TO BROUGH A EVERYDAY CHECKING GASOLINA,,,Transfers,unknown,,,To Brough A Everyday,0,,,,,,,To Brough A Everyday,local
RECURRING TRANSFER TO FALENI M PLATINUM SAVINGS CAR INSURANCE REPAYMENT TO SAVINGS,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
SUNPASS*ACC613078 888-865-5352 FL S305005109841830,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
SUNPASS*ACC613078 888-865-5352 FL S385005091777546,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
SUNPASS*ACC613078 888-865-5352 FL S385005821449178,,,SUNPASS,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
SUNPASS*ACC613078 888-865-5352 FL S585005002331577,,,SunPass,unknown,,,Sunpass Fl,0,,,,,,,Sunpass Fl,local
AMAZON MARKETPLACE PAMZN.COM/BILL,,,Amazon,unknown,,,Amazon Marketplace Pamzn.Com/Bill,0,,,,,,,Amazon Marketplace Pamzn.Com/Bill,local
AMAZON SHOP WITH POINTS CREDIT,,,Amazon,unknown,,,Amazon Shop With Points,0,,,,,,,Amazon Shop With Points,local
RHB WEBSHOP         CHUR,,,Unknown,unknown,,,Rhb Webshop Chur,0,,,,,,,Rhb Webshop Chur,local
SBB CFF FFS         BERN,,,Restaurant,unknown,,,Sbb Cff Ffs Bern,0,,,,,,,Sbb Cff Ffs Bern,local
AMAZON MKTPL*ZP2B610U1 Amzn.com/billWA,,,Amazon,unknown,,,Amazon Mktpl Amzn.Com/Billwa,0,,,,,,,Amazon Mktpl Amzn.Com/Billwa,local
INTEREST CHARGED ON PURCHASES,,,Financial Transactions,unknown,,,Charged On Purchases,0,,,,,,,Charged On Purchases,local
"BK OF AMER MC ONLINE PMT 250106 CKF828154125POS FALENI FERNANDEZ,MICHE",,,Bank of America,unknown,,,Bk Of Amer Mc,0,,,,,,,Bk Of Amer Mc,local
CHASE CREDIT CRD AUTOPAY 250103 FALENI MICHEL R,,,Chase,unknown,,,Chase Crd Autopay Faleni,0,,,,,,,Chase Crd Autopay Faleni,local
ZELLE TO MICH REGIONS ON 01/04,,,Zelle,zelle,to,MICH REGIONS ON 01,Zelle To MICH REGIONS ON 01,0,,,,,,,Zelle To MICH REGIONS ON 01,local
CHEVRON 0204900 855-285-9595,,,Chevron,unknown,,,Chevron,0,,,,,,,Chevron,local
TARGET 00028480 MIAMI,,,Target,unknown,,,Target Miami,0,,,,,,,Target Miami,local
WM SUPERCENTER #2091 DORAL,,,Walmart,unknown,,,Wm Supercenter Doral,0,,,,,,,Wm Supercenter Doral,local
SHELL OIL57543704118 OKEECHOBEE,,,Shell,unknown,,,Shell Okeechobee,0,,,,,,,Shell Okeechobee,local
TST* PUDDLE JUMPERS LA TAVARES,,,TST,unknown,,,Tst Puddle Jumpers La,0,,,,,,,Tst Puddle Jumpers La,local
TST*LISBON PORTUGUESE Orlando,,,TST,unknown,,,Tst Lisbon Portuguese Orlando,0,,,,,,,Tst Lisbon Portuguese Orlando,local
TST*SOYA 2 doral,,,TST,unknown,,,Tst Soya Doral,0,,,,,,,Tst Soya Doral,local
U-HAUL 787071       PHOENIX,,,U-Haul,unknown,,,U-Haul Phoenix,0,,,,,,,U-Haul Phoenix,local
WAWA 5442 TAVARES,,,Wawa,unknown,,,Wawa Tavares,0,,,,,,,Wawa Tavares,local
A3DM,,,Unknown,unknown,,,Unknown,1,,,,,,,Unknown,local
BA ELECTRONIC PAYMENT,,,Financial Transactions,unknown,,,Ba Electronic Payment,0,,,,,,,Ba Electronic Payment,local
SQ *CEVICHE MIX Winter Garden,,,Ceviche Mix,unknown,,,Sq Ceviche Mix Winter,0,,,,,,,Sq Ceviche Mix Winter,local
TST*CROOKED CAN BREWIN Winter Garden,,,Crooked Can Brewing,unknown,,,Tst Crooked Can Brewin,0,,,,,,,Tst Crooked Can Brewin,local
TST*HUNGER STREET TACO Winter Garden,,,Hunger Street Taco,unknown,,,Tst Hunger Street Taco,0,,,,,,,Tst Hunger Street Taco,local
Kukenam Summer C 241231 84184896 ANDREINA FALENI ANDREI,,,Kukenam,unknown,,,Kukenam Summer C Andreina,0,,,,,,,Kukenam Summer C Andreina,local
PENNYMAC CASH Jan 25-0052 Michel Faleni,,,Balmoral Estates,unknown,,,Pennymac Cash Jan Michel,0,,,,,,,Pennymac Cash Jan Michel,local
RECURRING TRANSFER FROM FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring From Faleni M,0,,,,,,,Recurring From Faleni M,local
ZELLE TO BROUGH STEPHEN ON 01/02 BALANCE GASTOS ORLANDO,,,AppleCard,zelle,to,BROUGH STEPHEN ON 01,Zelle To BROUGH STEPHEN ON 01,0,,,,,,,Zelle To BROUGH STEPHEN ON 01,local
APPLECARD GSBANK PAYMENT 123124 1881361 Michel Faleni,,,Financial Transactions,unknown,,,Applecard Gsbank Payment Michel,0,,,,,,,Applecard Gsbank Payment Michel,local
RECURRING TRANSFER TO FALENI M CHECKING SUELDO MICH,,,Transfers,unknown,,,Recurring To Faleni M,0,,,,,,,Recurring To Faleni M,local
